case_id,text,district_id,crime_subhead_id,date,case_status_id
8222,"Case 8222 (Crime No: 100100048202411054): Vehicle Theft reported near Davanagere PS-3 jurisdiction. Registered on 2024-06-17. District ID 10, Police Station ID 48. Case status ID: 1. Gravity ID: 1.",10,5,2024-06-17,1
8223,"Case 8223 (Crime No: 100010001202503486): Online Financial Fraud reported near Bengaluru PS-1 jurisdiction. Registered on 2025-07-06. District ID 1, Police Station ID 1. Case status ID: 2. Gravity ID: 2.",1,9,2025-07-06,2
8224,"Case 8224 (Crime No: 100080035202414495): Attempt to Murder reported near Tumakuru PS-1 jurisdiction. Registered on 2024-04-29. District ID 8, Police Station ID 35. Case status ID: 3. Gravity ID: 1.",8,3,2024-04-29,3
8225,"Case 8225 (Crime No: 100100049202610243): Dowry Harassment reported near Davanagere PS-4 jurisdiction. Registered on 2026-04-18. District ID 10, Police Station ID 49. Case status ID: 1. Gravity ID: 1.",10,8,2026-04-18,1
8226,"Case 8226 (Crime No: 100060029202403373): Drug Peddling reported near Kalaburagi PS-6 jurisdiction. Registered on 2024-12-20. District ID 6, Police Station ID 29. Case status ID: 1. Gravity ID: 2.",6,11,2024-12-20,1
8227,"Case 8227 (Crime No: 100040016202613169): Assault on Woman reported near Belagavi PS-2 jurisdiction. Registered on 2026-05-31. District ID 4, Police Station ID 16. Case status ID: 3. Gravity ID: 1.",4,7,2026-05-31,3
8228,"Case 8228 (Crime No: 100030014202513181): Rioting reported near Mangaluru PS-6 jurisdiction. Registered on 2025-12-06. District ID 3, Police Station ID 14. Case status ID: 3. Gravity ID: 2.",3,13,2025-12-06,3
8229,"Case 8229 (Crime No: 100060028202503744): Drug Peddling reported near Kalaburagi PS-5 jurisdiction. Registered on 2025-08-01. District ID 6, Police Station ID 28. Case status ID: 2. Gravity ID: 1.",6,11,2025-08-01,2
8230,"Case 8230 (Crime No: 100050019202417082): Public Nuisance reported near Hubballi-Dharwad PS-1 jurisdiction. Registered on 2024-08-10. District ID 5, Police Station ID 19. Case status ID: 3. Gravity ID: 2.",5,14,2024-08-10,3
8231,"Case 8231 (Crime No: 100100051202415676): Vehicle Theft reported near Davanagere PS-6 jurisdiction. Registered on 2024-08-18. District ID 10, Police Station ID 51. Case status ID: 1. Gravity ID: 2.",10,5,2024-08-18,1
8232,"Case 8232 (Crime No: 100030009202401931): Vehicle Theft reported near Mangaluru PS-1 jurisdiction. Registered on 2024-07-31. District ID 3, Police Station ID 9. Case status ID: 2. Gravity ID: 1.",3,5,2024-07-31,2
8233,"Case 8233 (Crime No: 100060027202503298): Drug Peddling reported near Kalaburagi PS-4 jurisdiction. Registered on 2025-01-12. District ID 6, Police Station ID 27. Case status ID: 2. Gravity ID: 2.",6,11,2025-01-12,2
8234,"Case 8234 (Crime No: 100020007202416301): House Burglary reported near Mysuru PS-3 jurisdiction. Registered on 2024-01-29. District ID 2, Police Station ID 7. Case status ID: 3. Gravity ID: 1.",2,4,2024-01-29,3
8235,"Case 8235 (Crime No: 100100051202517257): Dowry Harassment reported near Davanagere PS-6 jurisdiction. Registered on 2025-08-11. District ID 10, Police Station ID 51. Case status ID: 1. Gravity ID: 1.",10,8,2025-08-11,1
8236,"Case 8236 (Crime No: 100060027202417320): Drug Peddling reported near Kalaburagi PS-4 jurisdiction. Registered on 2024-07-09. District ID 6, Police Station ID 27. Case status ID: 2. Gravity ID: 1.",6,11,2024-07-09,2
8237,"Case 8237 (Crime No: 100030012202507649): Vehicle Theft reported near Mangaluru PS-4 jurisdiction. Registered on 2025-07-14. District ID 3, Police Station ID 12. Case status ID: 3. Gravity ID: 1.",3,5,2025-07-14,3
8238,"Case 8238 (Crime No: 100030012202503978): Vehicle Theft reported near Mangaluru PS-4 jurisdiction. Registered on 2025-11-11. District ID 3, Police Station ID 12. Case status ID: 2. Gravity ID: 1.",3,5,2025-11-11,2
8239,"Case 8239 (Crime No: 100070034202515530): Rioting reported near Ballari PS-5 jurisdiction. Registered on 2025-03-31. District ID 7, Police Station ID 34. Case status ID: 3. Gravity ID: 1.",7,13,2025-03-31,3
8240,"Case 8240 (Crime No: 100080037202510863): Drug Peddling reported near Tumakuru PS-3 jurisdiction. Registered on 2025-03-12. District ID 8, Police Station ID 37. Case status ID: 2. Gravity ID: 2.",8,11,2025-03-12,2
8241,"Case 8241 (Crime No: 100060029202503023): Drug Peddling reported near Kalaburagi PS-6 jurisdiction. Registered on 2025-04-01. District ID 6, Police Station ID 29. Case status ID: 2. Gravity ID: 1.",6,11,2025-04-01,2
8242,"Case 8242 (Crime No: 100020006202609758): Dowry Harassment reported near Mysuru PS-2 jurisdiction. Registered on 2026-02-15. District ID 2, Police Station ID 6. Case status ID: 2. Gravity ID: 1.",2,8,2026-02-15,2
8243,"Case 8243 (Crime No: 100020008202513216): Murder reported near Mysuru PS-4 jurisdiction. Registered on 2025-03-19. District ID 2, Police Station ID 8. Case status ID: 1. Gravity ID: 1.",2,1,2025-03-19,1
8244,"Case 8244 (Crime No: 100070031202504601): Rioting reported near Ballari PS-2 jurisdiction. Registered on 2025-10-17. District ID 7, Police Station ID 31. Case status ID: 2. Gravity ID: 1.",7,13,2025-10-17,2
8245,"Case 8245 (Crime No: 100060025202500996): Drug Peddling reported near Kalaburagi PS-2 jurisdiction. Registered on 2025-08-11. District ID 6, Police Station ID 25. Case status ID: 1. Gravity ID: 1.",6,11,2025-08-11,1
8246,"Case 8246 (Crime No: 100060028202500391): Drug Peddling reported near Kalaburagi PS-5 jurisdiction. Registered on 2025-05-14. District ID 6, Police Station ID 28. Case status ID: 3. Gravity ID: 2.",6,11,2025-05-14,3
8247,"Case 8247 (Crime No: 100040017202517342): Drug Possession reported near Belagavi PS-3 jurisdiction. Registered on 2025-10-19. District ID 4, Police Station ID 17. Case status ID: 1. Gravity ID: 1.",4,12,2025-10-19,1
8248,"Case 8248 (Crime No: 100010003202407627): Online Financial Fraud reported near Bengaluru PS-3 jurisdiction. Registered on 2024-05-03. District ID 1, Police Station ID 3. Case status ID: 3. Gravity ID: 1.",1,9,2024-05-03,3
8249,"Case 8249 (Crime No: 100070033202407711): Rioting reported near Ballari PS-4 jurisdiction. Registered on 2024-03-02. District ID 7, Police Station ID 33. Case status ID: 4. Gravity ID: 2.",7,13,2024-03-02,4
8250,"Case 8250 (Crime No: 100100046202417444): Phishing / Identity Theft reported near Davanagere PS-1 jurisdiction. Registered on 2024-11-13. District ID 10, Police Station ID 46. Case status ID: 3. Gravity ID: 2.",10,10,2024-11-13,3
8251,"Case 8251 (Crime No: 100040016202610173): Drug Peddling reported near Belagavi PS-2 jurisdiction. Registered on 2026-06-25. District ID 4, Police Station ID 16. Case status ID: 1. Gravity ID: 2.",4,11,2026-06-25,1
8252,"Case 8252 (Crime No: 100020006202408467): Dowry Harassment reported near Mysuru PS-2 jurisdiction. Registered on 2024-11-05. District ID 2, Police Station ID 6. Case status ID: 2. Gravity ID: 1.",2,8,2024-11-05,2
8253,"Case 8253 (Crime No: 100010002202617186): Attempt to Murder reported near Bengaluru PS-2 jurisdiction. Registered on 2026-02-25. District ID 1, Police Station ID 2. Case status ID: 4. Gravity ID: 1.",1,3,2026-02-25,4
8254,"Case 8254 (Crime No: 100060028202409680): Drug Peddling reported near Kalaburagi PS-5 jurisdiction. Registered on 2024-03-14. District ID 6, Police Station ID 28. Case status ID: 1. Gravity ID: 2.",6,11,2024-03-14,1
8255,"Case 8255 (Crime No: 100070033202600390): Rioting reported near Ballari PS-4 jurisdiction. Registered on 2026-02-28. District ID 7, Police Station ID 33. Case status ID: 1. Gravity ID: 2.",7,13,2026-02-28,1
8256,"Case 8256 (Crime No: 100060024202401692): Drug Peddling reported near Kalaburagi PS-1 jurisdiction. Registered on 2024-08-17. District ID 6, Police Station ID 24. Case status ID: 1. Gravity ID: 2.",6,11,2024-08-17,1
8257,"Case 8257 (Crime No: 100010001202402885): Chain Snatching reported near Bengaluru PS-1 jurisdiction. Registered on 2024-01-14. District ID 1, Police Station ID 1. Case status ID: 3. Gravity ID: 2.",1,6,2024-01-14,3
8258,"Case 8258 (Crime No: 100010003202409237): Chain Snatching reported near Bengaluru PS-3 jurisdiction. Registered on 2024-01-05. District ID 1, Police Station ID 3. Case status ID: 1. Gravity ID: 1.",1,6,2024-01-05,1
8259,"Case 8259 (Crime No: 100010001202406751): Chain Snatching reported near Bengaluru PS-1 jurisdiction. Registered on 2024-01-30. District ID 1, Police Station ID 1. Case status ID: 1. Gravity ID: 1.",1,6,2024-01-30,1
8260,"Case 8260 (Crime No: 100020005202514165): Chain Snatching reported near Mysuru PS-1 jurisdiction. Registered on 2025-12-03. District ID 2, Police Station ID 5. Case status ID: 2. Gravity ID: 2.",2,6,2025-12-03,2
8261,"Case 8261 (Crime No: 100060026202411465): House Burglary reported near Kalaburagi PS-3 jurisdiction. Registered on 2024-10-23. District ID 6, Police Station ID 26. Case status ID: 1. Gravity ID: 1.",6,4,2024-10-23,1
8262,"Case 8262 (Crime No: 100030012202506342): Vehicle Theft reported near Mangaluru PS-4 jurisdiction. Registered on 2025-03-02. District ID 3, Police Station ID 12. Case status ID: 1. Gravity ID: 1.",3,5,2025-03-02,1
8263,"Case 8263 (Crime No: 100040016202512734): Chain Snatching reported near Belagavi PS-2 jurisdiction. Registered on 2025-12-11. District ID 4, Police Station ID 16. Case status ID: 3. Gravity ID: 1.",4,6,2025-12-11,3
8264,"Case 8264 (Crime No: 100010003202409687): Chain Snatching reported near Bengaluru PS-3 jurisdiction. Registered on 2024-11-24. District ID 1, Police Station ID 3. Case status ID: 1. Gravity ID: 1.",1,6,2024-11-24,1
8265,"Case 8265 (Crime No: 100010003202406704): Chain Snatching reported near Bengaluru PS-3 jurisdiction. Registered on 2024-02-19. District ID 1, Police Station ID 3. Case status ID: 1. Gravity ID: 1.",1,6,2024-02-19,1
8266,"Case 8266 (Crime No: 100030009202402730): Vehicle Theft reported near Mangaluru PS-1 jurisdiction. Registered on 2024-06-04. District ID 3, Police Station ID 9. Case status ID: 1. Gravity ID: 1.",3,5,2024-06-04,1
8267,"Case 8267 (Crime No: 100010004202602343): Chain Snatching reported near Bengaluru PS-4 jurisdiction. Registered on 2026-01-09. District ID 1, Police Station ID 4. Case status ID: 1. Gravity ID: 2.",1,6,2026-01-09,1
8268,"Case 8268 (Crime No: 100070034202507285): Rioting reported near Ballari PS-5 jurisdiction. Registered on 2025-01-31. District ID 7, Police Station ID 34. Case status ID: 2. Gravity ID: 2.",7,13,2025-01-31,2
8269,"Case 8269 (Crime No: 100070034202617110): Drug Possession reported near Ballari PS-5 jurisdiction. Registered on 2026-03-21. District ID 7, Police Station ID 34. Case status ID: 1. Gravity ID: 1.",7,12,2026-03-21,1
8270,"Case 8270 (Crime No: 100010001202412886): Assault on Woman reported near Bengaluru PS-1 jurisdiction. Registered on 2024-08-25. District ID 1, Police Station ID 1. Case status ID: 1. Gravity ID: 1.",1,7,2024-08-25,1
8271,"Case 8271 (Crime No: 100020008202405220): Dowry Harassment reported near Mysuru PS-4 jurisdiction. Registered on 2024-11-09. District ID 2, Police Station ID 8. Case status ID: 1. Gravity ID: 1.",2,8,2024-11-09,1
8272,"Case 8272 (Crime No: 100010004202402568): Chain Snatching reported near Bengaluru PS-4 jurisdiction. Registered on 2024-07-24. District ID 1, Police Station ID 4. Case status ID: 1. Gravity ID: 2.",1,6,2024-07-24,1
8273,"Case 8273 (Crime No: 100010004202605351): Chain Snatching reported near Bengaluru PS-4 jurisdiction. Registered on 2026-02-28. District ID 1, Police Station ID 4. Case status ID: 3. Gravity ID: 1.",1,6,2026-02-28,3
8274,"Case 8274 (Crime No: 100060024202510491): Public Nuisance reported near Kalaburagi PS-1 jurisdiction. Registered on 2025-06-19. District ID 6, Police Station ID 24. Case status ID: 3. Gravity ID: 1.",6,14,2025-06-19,3
8275,"Case 8275 (Crime No: 100020006202604989): Dowry Harassment reported near Mysuru PS-2 jurisdiction. Registered on 2026-05-07. District ID 2, Police Station ID 6. Case status ID: 1. Gravity ID: 1.",2,8,2026-05-07,1
8276,"Case 8276 (Crime No: 100010004202602415): Online Financial Fraud reported near Bengaluru PS-4 jurisdiction. Registered on 2026-01-31. District ID 1, Police Station ID 4. Case status ID: 1. Gravity ID: 2.",1,9,2026-01-31,1
8277,"Case 8277 (Crime No: 100070031202515463): Drug Peddling reported near Ballari PS-2 jurisdiction. Registered on 2025-02-28. District ID 7, Police Station ID 31. Case status ID: 1. Gravity ID: 2.",7,11,2025-02-28,1
8278,"Case 8278 (Crime No: 100010001202503824): Chain Snatching reported near Bengaluru PS-1 jurisdiction. Registered on 2025-07-29. District ID 1, Police Station ID 1. Case status ID: 1. Gravity ID: 2.",1,6,2025-07-29,1
8279,"Case 8279 (Crime No: 100060024202501950): Drug Peddling reported near Kalaburagi PS-1 jurisdiction. Registered on 2025-11-23. District ID 6, Police Station ID 24. Case status ID: 1. Gravity ID: 2.",6,11,2025-11-23,1
8280,"Case 8280 (Crime No: 100040016202410006): Public Nuisance reported near Belagavi PS-2 jurisdiction. Registered on 2024-08-09. District ID 4, Police Station ID 16. Case status ID: 4. Gravity ID: 1.",4,14,2024-08-09,4
8281,"Case 8281 (Crime No: 100020005202602358): Dowry Harassment reported near Mysuru PS-1 jurisdiction. Registered on 2026-06-07. District ID 2, Police Station ID 5. Case status ID: 1. Gravity ID: 1.",2,8,2026-06-07,1
8282,"Case 8282 (Crime No: 100010001202509516): Chain Snatching reported near Bengaluru PS-1 jurisdiction. Registered on 2025-04-20. District ID 1, Police Station ID 1. Case status ID: 2. Gravity ID: 1.",1,6,2025-04-20,2
8283,"Case 8283 (Crime No: 100010002202500911): Chain Snatching reported near Bengaluru PS-2 jurisdiction. Registered on 2025-05-23. District ID 1, Police Station ID 2. Case status ID: 1. Gravity ID: 1.",1,6,2025-05-23,1
8284,"Case 8284 (Crime No: 100070031202405331): Rioting reported near Ballari PS-2 jurisdiction. Registered on 2024-03-17. District ID 7, Police Station ID 31. Case status ID: 1. Gravity ID: 1.",7,13,2024-03-17,1
8285,"Case 8285 (Crime No: 100020008202416154): Public Nuisance reported near Mysuru PS-4 jurisdiction. Registered on 2024-08-31. District ID 2, Police Station ID 8. Case status ID: 2. Gravity ID: 1.",2,14,2024-08-31,2
8286,"Case 8286 (Crime No: 100050019202415099): Chain Snatching reported near Hubballi-Dharwad PS-1 jurisdiction. Registered on 2024-12-31. District ID 5, Police Station ID 19. Case status ID: 1. Gravity ID: 2.",5,6,2024-12-31,1
8287,"Case 8287 (Crime No: 100060027202506314): Drug Peddling reported near Kalaburagi PS-4 jurisdiction. Registered on 2025-12-04. District ID 6, Police Station ID 27. Case status ID: 2. Gravity ID: 2.",6,11,2025-12-04,2
8288,"Case 8288 (Crime No: 100010001202506410): Chain Snatching reported near Bengaluru PS-1 jurisdiction. Registered on 2025-12-22. District ID 1, Police Station ID 1. Case status ID: 1. Gravity ID: 2.",1,6,2025-12-22,1
8289,"Case 8289 (Crime No: 100030013202500958): Vehicle Theft reported near Mangaluru PS-5 jurisdiction. Registered on 2025-01-09. District ID 3, Police Station ID 13. Case status ID: 2. Gravity ID: 1.",3,5,2025-01-09,2
8290,"Case 8290 (Crime No: 100050020202412003): Drug Possession reported near Hubballi-Dharwad PS-2 jurisdiction. Registered on 2024-04-30. District ID 5, Police Station ID 20. Case status ID: 1. Gravity ID: 2.",5,12,2024-04-30,1
8291,"Case 8291 (Crime No: 100070033202416389): Online Financial Fraud reported near Ballari PS-4 jurisdiction. Registered on 2024-07-23. District ID 7, Police Station ID 33. Case status ID: 3. Gravity ID: 1.",7,9,2024-07-23,3
8292,"Case 8292 (Crime No: 100040018202511342): Drug Possession reported near Belagavi PS-4 jurisdiction. Registered on 2025-08-12. District ID 4, Police Station ID 18. Case status ID: 2. Gravity ID: 1.",4,12,2025-08-12,2
8293,"Case 8293 (Crime No: 100030014202407853): Vehicle Theft reported near Mangaluru PS-6 jurisdiction. Registered on 2024-11-13. District ID 3, Police Station ID 14. Case status ID: 1. Gravity ID: 2.",3,5,2024-11-13,1
8294,"Case 8294 (Crime No: 100010001202504881): Chain Snatching reported near Bengaluru PS-1 jurisdiction. Registered on 2025-06-02. District ID 1, Police Station ID 1. Case status ID: 1. Gravity ID: 2.",1,6,2025-06-02,1
8295,"Case 8295 (Crime No: 100020005202509491): Dowry Harassment reported near Mysuru PS-1 jurisdiction. Registered on 2025-11-01. District ID 2, Police Station ID 5. Case status ID: 3. Gravity ID: 1.",2,8,2025-11-01,3
8296,"Case 8296 (Crime No: 100030010202503021): Vehicle Theft reported near Mangaluru PS-2 jurisdiction. Registered on 2025-05-25. District ID 3, Police Station ID 10. Case status ID: 3. Gravity ID: 1.",3,5,2025-05-25,3
8297,"Case 8297 (Crime No: 100050020202516725): Online Financial Fraud reported near Hubballi-Dharwad PS-2 jurisdiction. Registered on 2025-03-19. District ID 5, Police Station ID 20. Case status ID: 3. Gravity ID: 2.",5,9,2025-03-19,3
8298,"Case 8298 (Crime No: 100040017202617533): Rioting reported near Belagavi PS-3 jurisdiction. Registered on 2026-03-22. District ID 4, Police Station ID 17. Case status ID: 1. Gravity ID: 2.",4,13,2026-03-22,1
8299,"Case 8299 (Crime No: 100060028202609903): Public Nuisance reported near Kalaburagi PS-5 jurisdiction. Registered on 2026-01-20. District ID 6, Police Station ID 28. Case status ID: 1. Gravity ID: 2.",6,14,2026-01-20,1
8300,"Case 8300 (Crime No: 100060027202408826): Drug Peddling reported near Kalaburagi PS-4 jurisdiction. Registered on 2024-04-17. District ID 6, Police Station ID 27. Case status ID: 2. Gravity ID: 1.",6,11,2024-04-17,2
8301,"Case 8301 (Crime No: 100030009202511647): Chain Snatching reported near Mangaluru PS-1 jurisdiction. Registered on 2025-04-08. District ID 3, Police Station ID 9. Case status ID: 2. Gravity ID: 1.",3,6,2025-04-08,2
